gender,age,class,embarked,country,fare,sibsp,parch,survived
male,19,victualling crew,Southampton,England,0,0,0,no
male,35,victualling crew,Southampton,England,0,0,0,no
male,34,victualling crew,Belfast,England,0,0,0,no
male,31,victualling crew,Belfast,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,48,victualling crew,Belfast,Northern Ireland,0,0,0,no
male,45,victualling crew,Belfast,England,0,0,0,no
male,24,deck crew,Southampton,England,0,0,0,yes
male,20,victualling crew,Southampton,England,0,0,0,no
male,24,deck crew,Southampton,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,no
male,40,deck crew,Southampton,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,yes
male,42,engineering crew,Southampton,England,0,0,0,no
male,49,engineering crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,yes
male,32,victualling crew,Southampton,England,0,0,0,no
male,19,deck crew,Southampton,England,0,0,0,no
male,27,victualling crew,Southampton,England,0,0,0,yes
male,23,restaurant staff,Southampton,England,0,0,0,no
male,35,victualling crew,Southampton,England,0,0,0,no
male,17,victualling crew,Southampton,England,0,0,0,no
male,46,victualling crew,Southampton,England,0,0,0,yes
male,23,victualling crew,Southampton,England,0,0,0,yes
male,30,victualling crew,Belfast,England,0,0,0,yes
male,24,engineering crew,Southampton,England,0,0,0,no
male,25,victualling crew,Belfast,England,0,0,0,no
male,35,engineering crew,Southampton,England,0,0,0,yes
male,39,victualling crew,Southampton,England,0,0,0,no
male,25,victualling crew,Southampton,England,0,0,0,no
male,44,engineering crew,Southampton,England,0,0,0,yes
male,25,engineering crew,Southampton,England,0,0,0,yes
male,27,restaurant staff,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Belfast,England,0,0,0,yes
male,28,victualling crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,Scotland,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,yes
male,37,engineering crew,Belfast,Ireland,0,0,0,no
male,42,victualling crew,Southampton,England,0,0,0,no
male,28,victualling crew,Belfast,England,0,0,0,no
male,17,restaurant staff,Southampton,England,0,0,0,no
male,20,restaurant staff,Southampton,Italy,0,0,0,no
male,35,restaurant staff,Southampton,England,0,0,0,no
male,38,engineering crew,Southampton,Netherlands,0,0,0,no
male,36,engineering crew,Southampton,England,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,34,engineering crew,Southampton,England,0,0,0,no
male,21,restaurant staff,Southampton,England,0,0,0,no
male,32,deck crew,Southampton,Channel Islands,0,0,0,yes
male,19,restaurant staff,Southampton,England,0,0,0,no
male,18,restaurant staff,Southampton,England,0,0,0,no
male,25,restaurant staff,Southampton,Italy,0,0,0,no
male,35,restaurant staff,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
female,36,victualling crew,Southampton,England,0,0,0,no
male,48,victualling crew,Belfast,England,0,0,0,no
female,32,victualling crew,Southampton,Ireland,0,0,0,no
male,23,engineering crew,Belfast,England,0,0,0,no
male,34,victualling crew,Belfast,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,40,victualling crew,Belfast,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,yes
male,40,engineering crew,Southampton,England,0,0,0,no
male,37,victualling crew,Belfast,England,0,0,0,no
male,26,victualling crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,15,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,25,victualling crew,Belfast,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,50,victualling crew,Belfast,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,no
male,52,victualling crew,Southampton,United States,0,0,0,yes
male,21,victualling crew,Southampton,England,0,0,0,no
male,30,deck crew,Belfast,England,0,0,0,yes
male,30,victualling crew,Belfast,England,0,0,0,yes
male,29,victualling crew,Belfast,England,0,0,0,yes
male,18,victualling crew,Southampton,England,0,0,0,yes
male,21,engineering crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,yes
male,37,victualling crew,Southampton,England,0,0,0,no
male,27,victualling crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,no
male,32,victualling crew,Belfast,Australia,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,yes
male,39,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,yes
male,39,deck crew,Southampton,England,0,0,0,no
male,42,victualling crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,28,victualling crew,Southampton,England,0,0,0,yes
male,35,victualling crew,Southampton,Ireland,0,0,0,no
male,59,victualling crew,Southampton,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,28,engineering crew,Belfast,England,0,0,0,no
male,53,engineering crew,Southampton,England,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,yes
male,36,victualling crew,Southampton,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,yes
male,39,victualling crew,Southampton,Austria,0,0,0,no
male,37,engineering crew,Southampton,England,0,0,0,no
male,35,engineering crew,Southampton,England,0,0,0,no
male,40,engineering crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,49,victualling crew,Southampton,England,0,0,0,no
male,41,victualling crew,Southampton,United States,0,0,0,no
male,45,victualling crew,Southampton,England,0,0,0,no
male,37,engineering crew,Southampton,England,0,0,0,no
male,19,victualling crew,Belfast,England,0,0,0,no
male,24,victualling crew,Southampton,England,0,0,0,no
male,40,victualling crew,Southampton,England,0,0,0,yes
male,26,engineering crew,Southampton,England,0,0,0,no
male,41,deck crew,Belfast,England,0,0,0,yes
male,40,victualling crew,Southampton,England,0,0,0,yes
male,32,engineering crew,Southampton,England,0,0,0,no
male,20,restaurant staff,Southampton,England,0,0,0,no
male,26,restaurant staff,Southampton,England,0,0,0,no
