original_title,title,homepage,budget,original_language,overview,popularity,release_date,revenue,runtime,tagline,vote_average,vote_count
Hugo,Hugo,http://www.hugomovie.com/,170000000,en,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",32.319043,22/11/2011,185770160,126,One of the most legendary directors of our time takes you on an extraordinary adventure.,7,2141
Wild Wild West,Wild Wild West,,170000000,en,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,40.748915,29/06/1999,222104681,106,It's a whole new west.,5.1,1020
The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,http://www.themummy.com/,145000000,en,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",60.034162,01/07/2008,401128639,112,A New Evil Awakens.,5.2,1387
Suicide Squad,Suicide Squad,http://www.suicidesquad.com/,175000000,en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",90.23792,02/08/2016,745000000,123,Worst Heroes Ever,5.9,7458
Evan Almighty,Evan Almighty,http://www.evanalmighty.com/,175000000,en,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,09/06/2007,173000000,96,A comedy of biblical proportions,5.3,1151
Edge of Tomorrow,Edge of Tomorrow,http://www.edgeoftomorrowmovie.com/,178000000,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",79.456485,27/05/2014,370541256,113,"Live, Die, Repeat",7.6,4858
Waterworld,Waterworld,,175000000,en,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",44.640292,28/07/1995,264218220,135,Beyond the horizon lies the secret to a new beginning.,5.9,992
G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,http://www.gijoemovie.com/,175000000,en,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,"When all else fails, they don't.",5.6,1962
Inside Out,Inside Out,http://movies.disney.com/inside-out,175000000,en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.655964,09/06/2015,857611174,94,Meet the little voices inside your head.,8,6560
The Jungle Book,The Jungle Book,http://movies.disney.com/the-jungle-book-2016,175000000,en,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",94.199316,07/04/2016,966550600,106,,6.7,2892
Iron Man 2,Iron Man 2,http://www.ironmanmovie.com/,200000000,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",77.300194,28/04/2010,623933331,124,"It's not the armor that makes the hero, but the man inside.",6.6,6849
Snow White and the Huntsman,Snow White and the Huntsman,http://www.snowwhiteandthehuntsman.com/,170000000,en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",77.178973,30/05/2012,396600000,127,The Fairytale is Over,5.8,3118
Maleficent,Maleficent,http://movies.disney.com/maleficent,180000000,en,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.620647,28/05/2014,758539785,97,Don't believe the fairy tale.,7,4496
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,http://www.dawnofapes.com/,170000000,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",243.791743,26/06/2014,710644566,130,One last chance for peace.,7.3,4410
The Lovers,The Lovers,,27000000,en,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",2.418535,13/02/2015,0,109,Love is longer than life.,4.8,34
47 Ronin,47 Ronin,,175000000,en,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",41.796339,06/12/2013,150962475,119,For courage. For loyalty. For honor.,5.9,1326
Captain America: The Winter Soldier,Captain America: The Winter Soldier,http://www.captainamericathewintersoldiermovie.com,170000000,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",72.225265,20/03/2014,714766572,136,In heroes we trust.,7.6,5764
Shrek Forever After,Shrek Forever After,http://www.shrekforeverafter.com/,165000000,en,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",44.041186,16/05/2010,752600867,93,It ain't Ogre... Til it's Ogre,6,1959
Tomorrowland,Tomorrowland,http://movies.disney.com/tomorrowland,190000000,en,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",130.311355,19/05/2015,209154322,130,Imagine a world where nothing is impossible.,6.2,2846
